1731;4891338027694;ToothPaste Darlie Salt Fresh;GOODHILL CO., LTD (VAT) (SHAMPOO);100-010;2;2026-06-01;RETURN;N12B-C06-L5;90
1732;8809245096869;MR.FRESH LAUNDRY LIQUID DETERGENT 3.8L;GOODWILL (CAMBODIA) CO.,Ltd.;400-426;12;2025-03-15;RETURN;N17B-C06-LV2;120
1733;8847101600386;Chili Sauce-500g;GOORIGIN CAMBODIA CO., LTD.;400-663;13;2025-06-24;RETURN;G02A-C02-L6;90
1734;8847101600881;Fish sauce 750ml;GOORIGIN CAMBODIA CO., LTD.;400-663;9;2026-04-22;RETURN;G02A-C06-L3;90
1735;8847101602038;Fish Sauce Orginic-Trey Kanchanhchras 250 ml;GOORIGIN CAMBODIA CO., LTD.;400-663;30;2026-03-09;RETURN;G02A-C06-L5;90
1736;8847101600768;Fish Sauce-Bangkang 750 ml;GOORIGIN CAMBODIA CO., LTD.;400-663;6;2026-04-07;RETURN;G02A-C06-L3;90
1737;8847110660364;KAMPOT BLACK PEPPER-KHMER FARM 100g;GOORIGIN CAMBODIA CO., LTD.;400-663;20;2026-05-05;RETURN;G01B-C06-L5;90
1738;8847101600652;Oyster Sauce 300g;GOORIGIN CAMBODIA CO., LTD.;400-663;10;2024-09-13;RETURN;G02A-C07-L6;90
1739;8847101600287;Soy Sauce 450ml;GOORIGIN CAMBODIA CO., LTD.;400-663;1;2026-03-14;RETURN;G02A-C04-L3;90
1740;8847101602076;Soy Sauce-Leang Leng 250ml;GOORIGIN CAMBODIA CO., LTD.;400-663;25;2025-03-21;RETURN;G02A-C06-L5;90
1741;8847101600713;Yellow Soy Sauce-Leang Leng 450ml;GOORIGIN CAMBODIA CO., LTD.;400-663;10;2024-06-09;RETURN;G02A-C04-L3;90
1742;14268800913;DELUXE cooking oyster sauce 750g;Grand Hill Trading Company Limited(VAT);400-37;10;2024-04-28;RETURN;G02A-C07-L2;90
1743;4893757100453;SKY DRAGON canned pork luncheon meat 397g;Grand Hill Trading Company Limited(VAT);400-373;16;2024-05-30;RETURN;G02B-C07-L5;90
1744;4893757101061;Sky Dragon Chopped Pork And Ham 340g;Grand Hill Trading Company Limited(VAT);400-373;3;2024-11-19;RETURN;G02B-C07-L3;90
1745;4893757101603;SKY DRAGON dried dace with salted black beans 184g;Grand Hill Trading Company Limited(VAT);400-373;4;2026-01-03;RETURN;G02B-C07-L3;90
1746;4893757100170;Sky Dragon Spiced Pork Cubes 142g;Grand Hill Trading Company Limited(VAT);400-373;17;2025-03-18;RETURN;G02B-C07-L4;90
1747;4893757101283;Sky Dragon Topshell Slices in Abalone Sauce 425g;Grand Hill Trading Company Limited(VAT);400-373;18;2024-10-21;RETURN;G02B-C06-L3;90
1748;8801045640457;OT MILD TUNA 250G;HANA PLUS MART;100-077;19;2024-12-20;RETURN;G02B-C07-L5;30
1749;8801045440200;OTTGI cooking oil (seasame oil) 110ml;HANA PLUS MART;100-077;19;2024-11-30;RETURN;G02A-C07-L4;30
1750;4902833745676;Dishinomoto Flavor Seasoning 600G;Haruko Daiki Co.,ltd (Consingment);400-386;9;2024-06-01;RETURN;G01B-C01-L7;60
1751;4902833745775;Marutomo new bonito soup 1Kg;Haruko Daiki Co.,ltd (Consingment);400-386;2;2025-01-01;RETURN;G01B-C01-L7;60
1752;4902833731006;Marutomo new bonito soup 350g;Haruko Daiki Co.,ltd (Consingment);400-386;2;2024-05-01;RETURN;G01B-C01-L7;60
1753;8850195710763;STOP BIG COILS LEMON 225G;HBI Import Export Co.,Ltd;400-179;12;2024-12-07;RETURN;N16B-C06-LV6;180
1754;8850195710855;Stop Mosquito Cherry Fragrance 600ml;HBI Import Export Co.,Ltd;400-179;1;2024-07-14;RETURN;N16A-C07-L1;180
1755;8850195710855;Stop Mosquito Cherry Fragrance 600ml;HBI Import Export Co.,Ltd;400-179;12;2025-05-25;RETURN;N16B-C07-LV2;180
1756;8850195710800;STOP MOSQUITO COILS 165G;HBI Import Export Co.,Ltd;100-015;5;2024-06-07;RETURN;N16A-C06-L5;180
1757;8850195710800;STOP MOSQUITO COILS 165G;HBI Import Export Co.,Ltd;400-179;12;2025-06-19;RETURN;N16B-C06-LV5;180
1758;8850195710862;Stop Mosquito Fragrance-Free 600ml;HBI Import Export Co.,Ltd;400-179;2;2024-05-21;RETURN;N16A-C07-L2;180
1759;8850195710862;Stop Mosquito Fragrance-Free 600ml;HBI Import Export Co.,Ltd;400-179;12;2025-08-15;RETURN;N16B-C07-LV2;180
1760;8850195710824;Stop Mosquito Lemon Fragrance 600ml;HBI Import Export Co.,Ltd;400-179;4;2024-07-17;RETURN;N16A-C07-L1;180
1761;8850195710824;Stop Mosquito Lemon Fragrance 600ml;HBI Import Export Co.,Ltd;400-179;12;2025-04-25;RETURN;N16B-C07-LV2;180
1762;8850195710886;STOP MOSQUITO SPRAY FROZEN 600ML;HBI Import Export Co.,Ltd;400-179;3;2024-07-07;RETURN;N16A-C07-L1;180
1763;8850195710886;STOP MOSQUITO SPRAY FROZEN 600ML;HBI Import Export Co.,Ltd;400-179;12;2024-07-07;RETURN;N16B-C07-LV2;180
1764;8850367100118;CHAOKOH UHT Coconut Milk 500ml;HDW TRADING CO., LTD.;100-533;51;2025-05-13;RETURN;G01A-C08-L5;90
1765;8850388540092;UNIF - 100% Mixed Vegetable & 100% Fruit Juice with  MIXED BERRY-1000ml;HDW TRADING CO., LTD.;100-533;3;2024-06-14;RETURN;G05A-C08-L4;90
1766;8849301330285;MG wet wipes;HEADINGLEAD BEST OF THE BEST(VAT);400-381;25;2026-03-15;RETURN;FLOOR;180
1767;8849301330285;MG wet wipes;HEADINGLEAD BEST OF THE BEST(VAT);400-381;37;2026-09-18;RETURN;N12A-C03-L5;180
1768;8849301330285;MG wet wipes;HEADINGLEAD BEST OF THE BEST(VAT);400-381;142;2026-09-18;RETURN;FLOOR;180
1769;6926450602134;9 Fruits Cracker 158g;HEAK;400-697;12;2024-08-26;NORETURN;G06B-C05-L4;30
1770;4894375020970;Aji Fruit Oatmeal Cookies 300g;HEAK;400-697;12;2024-08-17;NORETURN;G06A-C05-L1;30
1771;6971569470549;ASSORTED FRUIT FLAVORED CANDY;HEAK;400-697;6;2024-09-28;NORETURN;G07B-C09-L4;30
1772;8850297100929;BEST ODOUR baking powder 30g;HEAK;400-697;38;2025-09-10;NORETURN;G01A-C07-L6;30
1773;4897045420582;Biscuit Autnuffin 300g;HEAK;400-697;13;2024-08-07;NORETURN;G06B-C06-L1;30
1774;4897110249728;Chocolate Flavor Biscuit 338g;HEAK;400-697;14;2024-07-23;NORETURN;G06B-C06-L4;30
1775;603554057010;Chocolate Vanilla Flavored Candy with Cookies 600g;HEAK;400-697;7;2025-04-17;NORETURN;G07B-C05-L7;30
1776;4897110249735;Coconut Flavor Biscuits 338g;HEAK;400-697;8;2024-07-23;NORETURN;G06B-C06-L4;30
1777;4897106554478;COCONUT FLAVORED SOFT CANDY 358g;HEAK;400-697;13;2024-09-20;NORETURN;G07B-C06-L2;30
1778;4895235531216;Daily Mixed Rice Seaweed 128g;HEAK;400-697;3;2024-09-23;NORETURN;G04B-C06-L1;30
1779;6920579071109;FUHE ZHUIFENG GAO;HEAK;400-697;11;2026-06-30;NORETURN;N08A-C08-L2;30
1780;4897114840037;GREEN TEA FLAVOR BISCUITS 400g;HEAK;400-697;8;2024-09-13;NORETURN;G06B-C06-L2;30
1781;4897045428748;Hongya Golaen Chocolate 208g;HEAK;400-697;2;2024-08-14;NORETURN;G07B-C01-L1;30
1782;4897045420285;HONGYA GOLDEN CHOCOLATE 126g;HEAK;400-697;11;2024-08-14;NORETURN;G07B-C00-L4;30
1783;4897045420261;HONGYA GOLDEN CHOCOLATE 84g;HEAK;400-697;20;2024-08-14;NORETURN;G07B-C00-L5;30
1784;20700399981984;LV SE SHAN ZHEN dried mushroom red label 300g;HEAK;400-697;3;2024-10-06;NORETURN;G01B-C07-L2;30
1785;8847110161007;MENG YU SALT​ 1kg;HEAK;400-697;20;2026-08-21;NORETURN;G01B-C02-L4;30
1786;4806534236313;Mix Dried Vegetable 168g;HEAK;400-697;16;2024-10-01;NORETURN;G04B-C03-L5;30
1787;4806534236306;Mix Fruits Chip 168g;HEAK;400-697;10;2024-10-01;NORETURN;G04B-C03-L5;30
1788;4897131991750;Nut Biscuit 308g;HEAK;400-697;1;2024-07-12;NORETURN;G06B-C06-L4;30
1789;4897131991774;Nut Biscuit Wheat flour Milk 308g;HEAK;400-697;5;2024-07-12;NORETURN;G06B-C06-L4;30
1790;4897131991866;Nut Biscuit Wheat flour Milk 308g;HEAK;400-697;8;2024-07-12;NORETURN;G06B-C06-L4;30
1791;6917121000151;Potato Crackers 338g;HEAK;400-697;3;2024-04-21;NORETURN;G06A-C06-L1;30
1792;20300399991984;Pumpkin seeds roasted natural flavour;HEAK;400-697;1;2024-12-18;NORETURN;G04A-C01-L3;30
1793;160230;ROCK SUGAR 500g;HEAK;400-697;4;2024-11-01;NORETURN;G05B-C03-L4;30
1794;8809128356349;SEAWEED 40G;HEAK;400-697;5;2024-07-19;NORETURN;G04B-C08-L3;30
1795;8850109001314;SIANG PURE balm (menthol methyl salicylate camphor) 12g;HEAK;400-697;44;2028-08-18;NORETURN;N08A-C08-L4;30
1796;4895235529749;SUDA BISCUIT Rye Flavor 360g;HEAK;400-697;15;2024-07-03;NORETURN;G06B-C08-L1;30
1797;9588552311825;Sugar Free Soda Crackers 380g;HEAK;400-697;11;2024-06-05;NORETURN;G06B-C07-L1;30
1798;835098001505;SUNVIEW RAISINS SEEDLESS MEDLEY GRAPES 425G;HEAK;400-697;18;2025-04-06;NORETURN;G04B-C01-L4;30
1799;9588552341822;Top Savor Butterfly Crispy 180g;HEAK;400-697;8;2024-04-26;NORETURN;G06B-C01-L2;30
1800;9588552341839;Top Savor Butterfly Crispy 180g;HEAK;400-697;4;2024-04-26;NORETURN;G06B-C01-L2;30
1801;8859886454870;UNITED Almond Chocolate 2 Mix 247.5g;HEAK;400-697;12;2024-08-10;NORETURN;G07B-C07-L3;30
1802;4897099701040;Vegetable Crisps Biscuit 288g;HEAK;400-697;8;2024-09-05;NORETURN;G06B-C07-L2;30
1803;8935311110846;VIFOFN instant rice noodles 80g;HEAK;400-697;19;2024-07-11;NORETURN;G03B-C06-L5;30
1804;4897106554140;Weisiel Fresh Stewed Chicken Soup Flavor​ 328g;HEAK;400-697;12;2024-09-20;NORETURN;G06B-C07-L1;30
1805;4897106554157;Weisiel Vegetable Biscuit Cheese Flavor 328g;HEAK;400-697;7;2024-10-26;NORETURN;G06B-C07-L1;30
1806;8938503931595;KAIA baby wet wipes (skin care 80 wipes yellow);HENG PIDETH TRADING CO.,LTD (VAT);100-185;5;2025-02-01;RETURN;N11B-C09-L3;90
1807;8938503931595;KAIA baby wet wipes (skin care 80 wipes yellow);HENG PIDETH TRADING CO.,LTD (VAT);100-185;7;2025-06-27;RETURN;N11B-C09-L3;90
1808;8938503931595;KAIA baby wet wipes (skin care 80 wipes yellow);HENG PIDETH TRADING CO.,LTD (VAT);100-185;5;2025-08-08;RETURN;N11B-C09-L3;90
1809;8938503931083;KAIA baby wipes (skin care green) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;14;2025-04-20;RETURN;N11B-C09-L3;90
1810;8938503931083;KAIA baby wipes (skin care green) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;5;2025-08-07;RETURN;N12A-C03-L3;90
1811;8938503931083;KAIA baby wipes (skin care green) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;8;2025-08-07;RETURN;N11B-C09-L3;90
1812;8938503931083;KAIA baby wipes (skin care green) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;19;2025-10-15;RETURN;N11B-C09-L3;90
1813;8938503931588;KAIA baby wipes (skin care red) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;11;2025-08-07;RETURN;N11B-C09-L3;90
1814;8938503931588;KAIA baby wipes (skin care red) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;3;2025-08-08;RETURN;N12A-C03-L3;90
1815;8938503931588;KAIA baby wipes (skin care red) 80 wipes;HENG PIDETH TRADING CO.,LTD (VAT);100-185;27;2025-10-13;RETURN;N11B-C09-L3;90
1816;6970990211264;PANPAN POTATO CHIPS BARBECUE FLAVOUR 160GM;HENG PIDETH TRADING CO.,LTD (VAT);100-185;10;2024-08-17;RETURN;G07A-C01-L3;90
1817;6970990211103;PANPAN POTATO CHIPS CHEESE FLAVOUR45G;HENG PIDETH TRADING CO.,LTD (VAT);100-185;9;2024-09-04;RETURN;G07A-C02-L5;90
1818;6970990211233;PANPAN POTATO CHIPS HOT & SPICY FLAVOUR 160GM;HENG PIDETH TRADING CO.,LTD (VAT);100-185;8;2024-10-04;RETURN;G07A-C01-L3;90
1819;6970990211226;PANPAN POTATO CHIPS ORIGINAL FLAVOUR 160GM;HENG PIDETH TRADING CO.,LTD (VAT);100-185;10;2024-08-17;RETURN;G07A-C01-L3;90
1820;6970990211240;PANPAN POTATO CHIPS SOUR CREAM & ONION FLAVOUR 160GM;HENG PIDETH TRADING CO.,LTD (VAT);100-185;11;2024-10-18;RETURN;G07A-C01-L3;90
1821;6970990211271;PANPAN POTATO CHIPS TOMATO FLAVOUR 160GM;HENG PIDETH TRADING CO.,LTD (VAT);100-185;2;2024-10-18;RETURN;G07A-C01-L4;90
1822;6970990211158;PANPAN POTATO CHIPS TOMATO FLAVOUR45G;HENG PIDETH TRADING CO.,LTD (VAT);100-185;21;2024-09-04;RETURN;G07A-C02-L5;90
1823;6970990211257;PANPAN POTATO CHPS CHEESE FLAVOUR 160GM;HENG PIDETH TRADING CO.,LTD (VAT);100-185;10;2024-10-18;RETURN;G07A-C01-L3;90
1824;8801046886342;2080 Kids apple 80g;HENG SRENG DISTRIBUTOR;100-039;12;2025-07-13;RETURN;N13A-C06-L2;90
1825;8801046886342;2080 Kids apple 80g;HENG SRENG DISTRIBUTOR;100-039;6;2025-09-15;RETURN;N13A-C06-L2;90
1826;8801046886359;2080 Kids Strawberry 80g;HENG SRENG DISTRIBUTOR;100-039;3;2026-03-15;RETURN;N13A-C06-L2;90
1827;8801046886359;2080 Kids Strawberry 80g;HENG SRENG DISTRIBUTOR;100-039;9;2026-04-09;RETURN;N13A-C06-L2;90
1828;4013197767119;C&H Clear Mint Drops 200g;HENG SRENG DISTRIBUTOR;100-039;9;2026-06-18;RETURN;G07B-C03-L7;90
1829;4037719068171;C&H Multi-Vitamin Drop 175g;HENG SRENG DISTRIBUTOR;100-039;7;2024-05-24;RETURN;G07B-C03-L7;90
1830;4037719065002;C&H Sugar Free Mixed Fruit Drop;HENG SRENG DISTRIBUTOR;100-039;13;2024-12-12;RETURN;G07B-C04-L8;90
1831;4037719068317;C&H Wild Berry Drops;HENG SRENG DISTRIBUTOR;100-039;4;2025-07-29;RETURN;G07B-C04-L8;90
1832;4013197767010;Cavendish & Harvey Mixed Fruit Drops 200G;HENG SRENG DISTRIBUTOR;100-039;9;2026-06-07;RETURN;G07B-C03-L7;90
1833;4037719065040;Cavendish & Harvey Tropical Fruit Drop 175g;HENG SRENG DISTRIBUTOR;100-039;6;2024-11-07;RETURN;G07B-C04-L8;90
1834;89686732054;Chitato Lite-Seaweed Flavour 12packX168g;HENG SRENG DISTRIBUTOR;100-039;9;2024-05-02;RETURN;G07A-C06-L2;90
1835;89686599077;Chitato Potato Chips 24bag x 55g;HENG SRENG DISTRIBUTOR;100-039;43;2024-08-01;RETURN;G07A-C06-L3;90
1836;8806037005986;COOL-KID moisten gel powerful cooling;HENG SRENG DISTRIBUTOR;100-039;1;2025-09-09;RETURN;N08A-C08-L6;90
1837;8806037005986;COOL-KID moisten gel powerful cooling;HENG SRENG DISTRIBUTOR;100-039;138;2026-07-30;RETURN;N08A-C08-L6;90
1838;8991002306202;Esprezoo Vanilla Coffee Bag 150g;HENG SRENG DISTRIBUTOR;100-039;9;2025-02-20;RETURN;G07B-C06-L5;90
1839;8991002306523;Esprezzo Black Coffee Bag;HENG SRENG DISTRIBUTOR;100-039;5;2025-02-21;RETURN;G07B-C06-L5;90
1840;8991002306219;Esprezzo Vanilla Coffee Jar;HENG SRENG DISTRIBUTOR;100-039;5;2025-02-20;RETURN;G07B-C05-L4;90
1841;8993058104818;Extrajoss Energy Dring Powder 6sachets;HENG SRENG DISTRIBUTOR;100-039;13;2024-11-22;RETURN;G05B-C03-L4;90
1842;50357574;Fisherman's Friend;HENG SRENG DISTRIBUTOR;100-039;39;2026-09-10;RETURN;G07B-C04-L4;90
1843;50357741;Fisherman's Friend Mandarin & Ginger Sugar Free 25g;HENG SRENG DISTRIBUTOR;100-039;50;2025-09-15;RETURN;G07B-C04-L4;90
1844;50604203;Fishermen's Friend Apple & Cinamon Sugar Free 25g;HENG SRENG DISTRIBUTOR;100-039;19;2026-11-10;RETURN;G07B-C04-L4;90
1845;50819379;Fishermens Friend Mint 25g;HENG SRENG DISTRIBUTOR;100-039;13;2026-05-26;RETURN;G07B-C04-L4;90
1846;50819300;Fishermen's Friend Sugar Free Mint 25g;HENG SRENG DISTRIBUTOR;100-039;36;2027-09-20;RETURN;G07B-C04-L4;90
1847;6920560420268;Golden Throat Lozenge;HENG SRENG DISTRIBUTOR;100-039;13;2026-04-06;RETURN;G07B-C04-L3;90
1848;8991002133495;GOOD DAY HAZENUT 3IN1 12BAGX30G;HENG SRENG DISTRIBUTOR;100-039;36;2025-10-09;RETURN;G05A-C05-L5;90
1849;8991002133433;GOOD DAY ORIGINAL 3IN1 12BAGX30STICKSX20G;HENG SRENG DISTRIBUTOR;100-039;36;2025-10-09;RETURN;G05A-C05-L4;90
1850;89686400267;INDOFOOD hot garlic chilli sauce 340ml;HENG SRENG DISTRIBUTOR;100-039;18;2024-07-27;RETURN;G02A-C01-L2;90
1851;89686180657;INDOMIE instant cup fried noodles 75g;HENG SRENG DISTRIBUTOR;100-039;3;2024-06-02;RETURN;G03B-C04-L4;90
1852;89686010947;Indomie Mi Goreng Fried Noodles 85G;HENG SRENG DISTRIBUTOR;100-039;320;2024-06-18;RETURN;G03B-C05-L3;90
1853;89686043686;Indomie Mie Goreng Iga Penyet 85G;HENG SRENG DISTRIBUTOR;100-039;128;2024-06-23;RETURN;G03B-C05-L3;90
1854;89686400229;Lampung Chili Sauce 48bottle x 140ml;HENG SRENG DISTRIBUTOR;100-039;9;2024-11-25;RETURN;G02A-C02-L4;90
1855;8851332007111;Men Success 60 Dark Brown Hair Color;HENG SRENG DISTRIBUTOR;100-039;8;2026-05-30;RETURN;N11A-C04-L3;90
1856;8851332007111;Men Success 60 Dark Brown Hair Color;HENG SRENG DISTRIBUTOR;100-039;2;2026-06-30;RETURN;N11A-C04-L3;90
1857;8851332007104;Men Success 70 Natural Black Hair Color;HENG SRENG DISTRIBUTOR;100-039;8;2025-12-30;RETURN;N11A-C04-L3;90
1858;8997878001715;Milkita Assortedt Milk Candy Jar;HENG SRENG DISTRIBUTOR;100-039;6;2024-11-01;RETURN;G07B-C05-L1;90
1859;8997878001548;Milkita Lollipop Jar;HENG SRENG DISTRIBUTOR;100-039;5;2024-12-17;RETURN;G07B-C05-L1;90
1860;882095222679;Milkita Melon Milk Candy 14g;HENG SRENG DISTRIBUTOR;100-039;4;2024-06-01;RETURN;G07B-C06-L4;90
1861;882095222693;MILKITA milk candy (calcium 30 pcs) 90g;HENG SRENG DISTRIBUTOR;100-039;4;2024-05-24;RETURN;G07B-C06-L4;90
1862;882095222686;MILKITA milk candy (strawberry with calcium) 90g;HENG SRENG DISTRIBUTOR;100-039;2;2024-06-09;RETURN;G07B-C06-L3;90
1863;8992802315067;Milna Baby Biscuit Orange 6+months;HENG SRENG DISTRIBUTOR;100-015;4;2024-04-14;RETURN;N13B-C03-L4;90
1864;8992802315067;Milna Baby Biscuit Orange 6+months;HENG SRENG DISTRIBUTOR;100-039;4;2024-04-14;RETURN;N13B-C03-L7;90
1865;8992802512114;Milna Baby Cereal Chicken Soup and Sweet Corn 9+months;HENG SRENG DISTRIBUTOR;100-039;7;2024-12-14;RETURN;N13B-C03-L6;90
1866;8992802512138;Milna Baby Cereal Chicken with Pumpkin and Carrot 6+months;HENG SRENG DISTRIBUTOR;100-015;17;2024-06-08;RETURN;N13B-C03-L5;90
1867;8992802512138;Milna Baby Cereal Chicken with Pumpkin and Carrot 6+months;HENG SRENG DISTRIBUTOR;100-039;17;2024-06-08;RETURN;N13B-C03-L6;90
1868;89686060102;POPMIE Goreng Pedes Cup 12x75g;HENG SRENG DISTRIBUTOR;100-039;21;2024-07-14;RETURN;G03B-C04-L4;90
1869;89686611700;QTELA SINGKONG BALADO 185G;HENG SRENG DISTRIBUTOR;100-039;11;2024-07-12;RETURN;G07A-C04-L7;90
1870;89686611649;QTELA SINGKONG BBQ 185G;HENG SRENG DISTRIBUTOR;100-039;5;2024-08-05;RETURN;G07A-C04-L7;90
1871;8801046355107;Shower Mate Goat Milk Manuka Honey Body Wash 800g;HENG SRENG DISTRIBUTOR;100-039;2;2025-10-12;RETURN;N10B-C08-L3;90
1872;8801046355107;Shower Mate Goat Milk Manuka Honey Body Wash 800g;HENG SRENG DISTRIBUTOR;100-039;1;2026-03-28;RETURN;N10B-C08-L3;90
1873;8801046259863;Shower Mate Perfume Body Wash Pink Flower 900g;HENG SRENG DISTRIBUTOR;100-039;7;2026-05-16;RETURN;N10B-C08-L1;90
1874;8801046259870;Shower Mate Perfume Body Wash Purple Flower 900g;HENG SRENG DISTRIBUTOR;100-039;5;2026-02-13;RETURN;N10B-C08-L1;90
1875;8801046259870;Shower Mate Perfume Body Wash Purple Flower 900g;HENG SRENG DISTRIBUTOR;100-039;3;2026-03-29;RETURN;N10B-C08-L1;90
1876;8801046248942;Shower Mate Perfume Body Wash Red Blossom 800g;HENG SRENG DISTRIBUTOR;100-039;9;2025-03-02;RETURN;N10A-C05-L2;90
1877;8801046240465;Shower Mate Perfume Body Wash Violet Diamond 800g;HENG SRENG DISTRIBUTOR;100-039;12;2025-03-02;RETURN;N10A-C05-L2;90
1878;8806037005740;SINSINPAS icy pads (soothing cooling relief);HENG SRENG DISTRIBUTOR;100-039;6;2025-09-09;RETURN;N08A-C08-L6;90
1879;4013197062078;Sky Mint Candy 200g;HENG SRENG DISTRIBUTOR;100-039;1;2026-01-09;RETURN;G07B-C03-L7;90
1880;4015000508049;Taft Power Spray Mega Strong 250ml;HENG SRENG DISTRIBUTOR;100-039;5;2026-10-04;RETURN;N11A-C01-L1;90
1881;749921001429;TROPICANA SLIM low calorie sweetener (classic 50 sachets) 100g;HENG SRENG DISTRIBUTOR;100-039;17;2025-06-16;RETURN;G05B-C03-L6;90
1882;749921202055;TROPICANA SLIM no calorie sweetener (diabetics) 100g;HENG SRENG DISTRIBUTOR;100-039;17;2026-07-06;RETURN;G05B-C03-L6;90
1883;8851639004875;Vegetable juice;HENG SRENG DISTRIBUTOR;100-039;13;2025-02-05;RETURN;G03A-C01-L2;90
1884;8851639005179;YAMAMORI caesar dressing 220ml;HENG SRENG DISTRIBUTOR;100-039;34;2024-11-29;RETURN;G03A-C02-L4;90
1885;8851639000327;YAMAMORI cooking soy sauce (all-purpose seasoning) 200ml;HENG SRENG DISTRIBUTOR;100-039;18;2024-06-10;RETURN;G02A-C00-L5;90
1886;8992741941327;YUPI gum strawberry kiss flavor 40x120g;HENG SRENG DISTRIBUTOR;100-039;10;2025-06-05;RETURN;G07B-C07-L7;90
1887;8847102710022;CAMBODIA JASMINE RICE 2KG;HH Trading;400-439;6;2024-11-02;RETURN;;90
1888;8859052655902;Organic black rice 1kg;HH Trading;400-439;1;2025-04-30;RETURN;;90
1889;8859052655506;Organic half polished red rice 1kg;HH Trading;400-439;4;2025-04-30;RETURN;;90
1890;8859052655407;Organic mixed rice 1kg;HH Trading;400-439;4;2025-04-30;RETURN;;90
1891;4893049000416;CHIPS AHOY cookies (original chocolate chip) 142.5g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;8;2024-09-07;RETURN;G06B-C08-L4;90
1892;7622210638656;Chips More Double CHOC 24X153G;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;4;2024-07-17;RETURN;G06B-C08-L5;90
1893;7622210638632;Chips More Original 24X153G;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;9;2024-08-18;RETURN;G06B-C08-L5;90
1894;7622210710291;CHIPSMORE D CHOC HANDY MP16X(8X28G);HHK INTERNATIONAL CO.,LTD. (VAT);100-009;11;2024-10-17;RETURN;G06A-C08-L7;90
1895;7622210630100;CHIPSMORE DBL CHOC MINI 48X80G;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;19;2024-05-22;RETURN;G06B-C08-L5;90
1896;7622210710246;CHIPSMORE ORI HANDY MP 16X(8X28G);HHK INTERNATIONAL CO.,LTD. (VAT);100-009;10;2024-05-08;RETURN;G06A-C08-L7;90
1897;4891199034688;GP ULTRA 9V;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;15;2028-07-30;RETURN;NCHA-C02-L5;90
1898;4891199027581;GP ULTRA AA2;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;3;1933-05-30;RETURN;NCHA-C02-L4;90
1899;4891199034473;GP ULTRA C;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;8;1933-05-30;RETURN;NCHA-C02-L6;90
1900;4891199034473;GP ULTRA C;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;12;1933-05-30;RETURN;NCHA-C02-L4;90
1901;4891199034442;GP ULTRA D;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;15;1933-05-30;RETURN;NCHA-C02-L4;90
1902;4891199027642;GP UNTRA AAA2;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;22;1933-07-30;RETURN;NCHA-C02-L4;90
1903;8992745705598;HIT Expert Blooming Tea 500ml;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;12;2026-03-03;RETURN;N16B-C08-LV1;90
1904;8992745560883;HIT Expert Fresh Citrus 500ml;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;12;2025-08-18;RETURN;N16B-C08-LV1;90
1905;4893049130007;OREO cookies (chocolate sandwich&vanilla cream) 152g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;3;2024-09-17;RETURN;G06A-C08-L4;90
1906;7622300761363;OREO mini chocolate cookies (chocolate flavoured cream) 67g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;36;2024-04-03;RETURN;G06A-C08-L1;90
1907;7622300761349;OREO mini chocolate cookies (vanilla flavoured cream) 67g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;1;2024-06-23;RETURN;G06A-C08-L1;90
1908;7622210462534;OREO MINI STRAWBERRY FLAVORED CREAM 61.3G;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;15;2024-07-16;RETURN;G06A-C08-L1;90
1909;7622300136000;OREO STRAWBERRY CREAM 28.5G;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;3;2024-08-31;RETURN;G06A-C07-L1;90
1910;8886467100024;PRINGLE SOUR CREAM & ONION 107g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;4;2024-07-05;RETURN;G07A-C02-L3;90
1911;38000138577;Pringles Cheddar Cheese Flavoured 158G;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;10;2024-05-21;RETURN;G07A-C02-L2;90
1912;38000138720;Pringles Ranch Potato Crisp Flavored 158g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;27;2024-04-07;RETURN;G07A-C02-L1;90
1913;38000138607;Pringles Salt Vinegar Flavored 158g;HHK INTERNATIONAL CO.,LTD. (VAT);100-009;12;2024-08-29;RETURN;G07A-C02-L2;90
